Id,Date,Temperature,Humidity,Light,CO2
35,2015-02-02 14:53:00,23.6,27.6,511.0,997.2
36,2015-02-02 14:54:00,23.6166666666667,27.6333333333333,501.5,999.5
37,2015-02-02 14:55:00,23.6666666666667,27.7,503.666666666667,1001.0
38,2015-02-02 14:55:59,23.6,27.7,483.166666666667,1009.5
39,2015-02-02 14:57:00,23.6,27.7225,483.5,1019.0
40,2015-02-02 14:57:59,23.6,27.79,473.0,1021.0
41,2015-02-02 14:58:59,23.6,27.8566666666667,470.333333333333,1024.66666666667
42,2015-02-02 15:00:00,23.6,27.8042857142857,480.142857142857,1030.42857142857
43,2015-02-02 15:01:00,23.575,27.79,464.0,1026.25
44,2015-02-02 15:02:00,23.54,27.81,474.4,1028.0
45,2015-02-02 15:03:00,23.6,27.978,470.0,1034.8
46,2015-02-02 15:04:00,23.525,28.0,454.0,1055.5
47,2015-02-02 15:04:59,23.5,27.978,454.0,1055.25
48,2015-02-02 15:06:00,23.5,28.0,454.0,1050.0
49,2015-02-02 15:07:00,23.5,28.0,454.0,1051.25
50,2015-02-02 15:08:00,23.5,28.0,445.0,1053.6
51,2015-02-02 15:08:59,23.5,28.0,439.0,1055.5
52,2015-02-02 15:10:00,23.5,28.025,444.25,1055.0
53,2015-02-02 15:10:59,23.445,28.125,454.75,1059.5
54,2015-02-02 15:11:59,23.39,28.18,455.8,1060.0
55,2015-02-02 15:13:00,23.39,28.2,451.6,1073.6
56,2015-02-02 15:14:00,23.39,28.2,451.6,1078.6
57,2015-02-02 15:15:00,23.39,28.2,454.75,1081.0
58,2015-02-02 15:16:00,23.39,28.2225,454.75,1082.0
59,2015-02-02 15:16:59,23.39,28.3733333333333,457.5,1088.83333333333
60,2015-02-02 15:17:59,23.37,28.39,464.0,1090.6
61,2015-02-02 15:19:00,23.39,28.3233333333333,464.0,1086.0
62,2015-02-02 15:20:00,23.3733333333333,28.445,464.0,1092.5
63,2015-02-02 15:21:00,23.39,28.5,471.5,1103.75
64,2015-02-02 15:22:00,23.3233333333333,28.5,475.666666666667,1104.5
65,2015-02-02 15:23:00,23.365,28.5,471.5,1103.5
66,2015-02-02 15:23:59,23.29,28.5,467.75,1112.0
67,2015-02-02 15:24:59,23.3066666666667,28.5333333333333,466.5,1105.66666666667
68,2015-02-02 15:26:00,23.29,28.7,464.0,1104.0
69,2015-02-02 15:27:00,23.29,28.7,467.0,1117.2
70,2015-02-02 15:28:00,23.29,28.675,467.75,1121.25
71,2015-02-02 15:29:00,23.29,28.6166666666667,466.5,1115.66666666667
72,2015-02-02 15:29:59,23.29,28.66,459.0,1120.0
73,2015-02-02 15:30:59,23.29,28.55,464.0,1123.75
74,2015-02-02 15:32:00,23.29,28.6,470.0,1116.0
75,2015-02-02 15:33:00,23.272,28.6,464.0,1126.8
76,2015-02-02 15:34:00,23.2,28.4175,464.0,1112.75
77,2015-02-02 15:35:00,23.23,28.5,449.0,1104.5
78,2015-02-02 15:36:00,23.29,28.5,464.0,1108.0
79,2015-02-02 15:36:59,23.215,28.6333333333333,462.333333333333,1127.83333333333
80,2015-02-02 15:38:00,23.2,28.6,469.0,1128.75
81,2015-02-02 15:39:00,23.2,28.65,469.0,1124.25
82,2015-02-02 15:40:00,23.2,28.62,469.0,1130.4
83,2015-02-02 15:40:59,23.2,28.7,464.0,1138.0
84,2015-02-02 15:42:00,23.2,28.7,456.5,1144.0
85,2015-02-02 15:42:59,23.2,28.718,457.0,1140.0
86,2015-02-02 15:43:59,23.2,28.79,450.25,1139.25
87,2015-02-02 15:45:00,23.2,28.79,446.0,1167.33333333333
88,2015-02-02 15:46:00,23.14,28.79,451.6,1159.6
89,2015-02-02 15:47:00,23.15,28.89,454.75,1157.75
90,2015-02-02 15:48:00,23.15,28.89,448.0,1159.5
91,2015-02-02 15:49:00,23.18,28.83,444.0,1156.4
92,2015-02-02 15:49:59,23.1166666666667,28.945,444.0,1160.0
93,2015-02-02 15:51:00,23.14,28.956,444.0,1169.8
94,2015-02-02 15:52:00,23.1,29.0,444.0,1176.16666666667
95,2015-02-02 15:53:00,23.1,29.075,444.0,1175.25
96,2015-02-02 15:53:59,23.1,28.918,444.0,1166.6
97,2015-02-02 15:55:00,23.1,27.925,444.0,1140.25
98,2015-02-02 15:55:59,23.06,27.772,444.0,1089.2
99,2015-02-02 15:56:59,23.02,27.556,435.0,1042.6
100,2015-02-02 15:58:00,23.01,27.8188333333333,432.0,1051.1
101,2015-02-02 15:59:00,23.0,28.0816666666667,429.0,1059.6
102,2015-02-02 16:00:00,23.0,27.956,429.0,1064.6
103,2015-02-02 16:01:00,22.9816666666667,27.9083333333333,429.0,1061.66666666667
104,2015-02-02 16:01:59,23.0,27.9266666666667,429.0,1058.33333333333
105,2015-02-02 16:02:59,23.0,28.018,429.0,1061.6
106,2015-02-02 16:04:00,22.9816666666667,28.0666666666667,429.0,1070.33333333333
107,2015-02-02 16:05:00,22.945,28.1,429.0,1074.0
108,2015-02-02 16:06:00,23.0,28.1,429.0,1086.25
109,2015-02-02 16:07:00,22.956,28.2,429.0,1089.6
110,2015-02-02 16:08:00,22.9725,28.1,429.0,1085.0
111,2015-02-02 16:08:59,22.945,28.1333333333333,429.0,1085.0
112,2015-02-02 16:09:59,23.0,28.2,429.0,1088.0
113,2015-02-02 16:11:00,22.945,28.2,429.0,1091.75
114,2015-02-02 16:12:00,23.0,28.1333333333333,429.0,1091.33333333333
115,2015-02-02 16:13:00,22.912,28.1,429.0,1088.2
116,2015-02-02 16:14:00,22.89,28.1,429.0,1087.5
117,2015-02-02 16:14:59,22.89,27.956,432.0,1079.2
118,2015-02-02 16:15:59,22.865,27.84,432.75,1077.25
119,2015-02-02 16:17:00,22.8733333333333,27.6833333333333,439.0,1064.16666666667
120,2015-02-02 16:18:00,22.8733333333333,27.6,429.0,1056.4
121,2015-02-02 16:19:00,22.89,27.6,432.75,1043.6
122,2015-02-02 16:20:00,22.815,27.445,432.75,1039.5
123,2015-02-02 16:21:00,22.84,27.3733333333333,436.5,1028.66666666667
124,2015-02-02 16:21:59,22.79,27.365,438.0,1020.4
125,2015-02-02 16:23:00,22.79,27.2,444.0,1018.0
126,2015-02-02 16:24:00,22.79,27.1714285714286,435.428571428571,1015.14285714286
127,2015-02-02 16:25:00,22.79,27.0666666666667,434.0,1006.33333333333
128,2015-02-02 16:25:59,22.79,27.02,432.0,1002.6
129,2015-02-02 16:27:00,22.772,26.934,438.0,993.2
130,2015-02-02 16:27:59,22.76,26.8233333333333,439.0,983.333333333333
131,2015-02-02 16:28:59,22.7,26.754,432.0,976.2
132,2015-02-02 16:30:00,22.7225,26.7,432.75,980.75
133,2015-02-02 16:31:00,22.7,26.6833333333333,434.0,971.333333333333
134,2015-02-02 16:32:00,22.7,26.5333333333333,444.0,966.666666666667
135,2015-02-02 16:33:00,22.7,26.4633333333333,444.0,963.0
136,2015-02-02 16:34:00,22.7,26.445,441.5,952.333333333333
137,2015-02-02 16:34:59,22.7,26.34,444.0,948.0
138,2015-02-02 16:36:00,22.7,26.26,444.0,945.0
139,2015-02-02 16:37:00,22.7,26.2,441.0,941.6
140,2015-02-02 16:38:00,22.7,26.16,438.0,929.8
141,2015-02-02 16:38:59,22.7,26.02,441.0,923.8
142,2015-02-02 16:40:00,22.7,26.1,440.25,919.0
143,2015-02-02 16:40:59,22.7,26.0,439.0,918.25
144,2015-02-02 16:41:59,22.7,25.934,438.0,919.4
145,2015-02-02 16:43:00,22.7,25.9266666666667,439.0,927.333333333333
146,2015-02-02 16:44:00,22.7,25.815,432.75,920.25
147,2015-02-02 16:45:00,22.68,25.772,432.0,902.4
148,2015-02-02 16:46:00,22.64,25.696,429.0,904.4
149,2015-02-02 16:46:59,22.6,25.575,429.0,897.0
150,2015-02-02 16:47:59,22.6666666666667,25.6,429.0,892.0
151,2015-02-02 16:49:00,22.6,25.525,433.5,882.5
152,2015-02-02 16:50:00,22.62,25.476,436.2,887.2
153,2015-02-02 16:51:00,22.625,25.55,442.5,889.25
154,2015-02-02 16:52:00,22.6,25.39,443.4,889.2
155,2015-02-02 16:53:00,22.65,25.42,438.0,880.75
156,2015-02-02 16:53:59,22.6,25.2675,442.5,868.75
157,2015-02-02 16:54:59,22.6,25.218,439.8,861.0
158,2015-02-02 16:56:00,22.6,25.2,439.8,860.6
159,2015-02-02 16:57:00,22.6,25.2,435.5,864.0
160,2015-02-02 16:58:00,22.6,25.15,430.75,859.0
161,2015-02-02 16:59:00,22.6,25.14,440.6,854.4
162,2015-02-02 16:59:59,22.6,25.15,428.2,847.4
163,2015-02-02 17:00:59,22.6,25.04,432.2,837.2
164,2015-02-02 17:02:00,22.6,25.05,431.75,834.75
165,2015-02-02 17:03:00,22.6,25.06,429.2,832.4
166,2015-02-02 17:04:00,22.6,25.0,433.0,832.0
167,2015-02-02 17:05:00,22.6,25.0,433.0,836.25
168,2015-02-02 17:06:00,22.6,25.0,428.2,832.6
169,2015-02-02 17:06:59,22.6,25.025,428.25,821.5
170,2015-02-02 17:08:00,22.6,25.1,425.4,832.4
171,2015-02-02 17:09:00,22.6,25.08,429.2,832.4
172,2015-02-02 17:10:00,22.56,25.02,433.0,830.75
173,2015-02-02 17:10:59,22.58,25.08,433.0,821.5
174,2015-02-02 17:12:00,22.575,25.075,433.0,818.25
175,2015-02-02 17:12:59,22.56,24.912,433.0,819.8
176,2015-02-02 17:13:59,22.55,25.2,433.0,822.5
177,2015-02-02 17:15:00,22.6,24.9175,433.0,818.0
178,2015-02-02 17:16:00,22.58,25.06,433.0,812.8
179,2015-02-02 17:17:00,22.5666666666667,24.9083333333333,433.0,816.5
180,2015-02-02 17:18:00,22.525,24.945,433.0,822.25
181,2015-02-02 17:19:00,22.54,24.89,433.0,825.0
182,2015-02-02 17:19:59,22.5,24.865,433.0,816.5
183,2015-02-02 17:21:00,22.5,24.9175,433.0,811.5
184,2015-02-02 17:22:00,22.5,24.9116666666667,433.0,811.0
185,2015-02-02 17:23:00,22.56,24.81,433.0,812.2
186,2015-02-02 17:23:59,22.525,24.89,426.0,814.25
187,2015-02-02 17:25:00,22.52,24.976,430.2,824.0
188,2015-02-02 17:25:59,22.575,25.075,433.0,834.5
189,2015-02-02 17:26:59,22.6,25.0,433.0,837.0
190,2015-02-02 17:28:00,22.6,25.0214285714286,433.0,841.166666666667
191,2015-02-02 17:29:00,22.6,25.0428571428571,433.0,845.333333333333
192,2015-02-02 17:30:00,22.6,25.1,433.0,854.75
193,2015-02-02 17:31:00,22.6,25.1,428.333333333333,850.333333333333
194,2015-02-02 17:31:59,22.6,25.08,424.6,845.4
195,2015-02-02 17:32:59,22.6,25.1666666666667,433.0,854.333333333333
196,2015-02-02 17:34:00,22.6,25.0666666666667,428.333333333333,849.333333333333
197,2015-02-02 17:35:00,22.6,25.2,422.5,853.0
198,2015-02-02 17:36:00,22.6,25.2,423.666666666667,853.0
199,2015-02-02 17:37:00,22.54,25.16,424.6,852.0
200,2015-02-02 17:38:00,22.54,25.16,427.4,853.6
201,2015-02-02 17:38:59,22.54,25.14,421.8,845.6
202,2015-02-02 17:39:59,22.525,25.1,426.0,834.25
203,2015-02-02 17:41:00,22.5,25.04,421.8,826.4
204,2015-02-02 17:42:00,22.5,25.0,419.0,819.6
205,2015-02-02 17:43:00,22.5,25.0,419.0,829.6
206,2015-02-02 17:44:00,22.5,25.0,419.0,824.0
207,2015-02-02 17:44:59,22.5,24.912,419.0,814.2
208,2015-02-02 17:45:59,22.5,24.89,419.0,813.5
209,2015-02-02 17:47:00,22.5,24.89,419.0,813.8
210,2015-02-02 17:48:00,22.5,24.89,419.0,811.0
211,2015-02-02 17:49:00,22.478,24.87,419.0,804.6
212,2015-02-02 17:50:00,22.456,24.83,419.0,807.8
213,2015-02-02 17:51:00,22.5,24.8566666666667,419.0,802.333333333333
214,2015-02-02 17:51:59,22.4175,24.7475,419.0,796.75
215,2015-02-02 17:53:00,22.456,24.81,419.0,794.4
216,2015-02-02 17:54:00,22.39,24.7,419.0,790.6
217,2015-02-02 17:55:00,22.4175,24.7225,419.0,789.75
218,2015-02-02 17:55:59,22.39,24.7,419.0,782.2
219,2015-02-02 17:57:00,22.39,24.7225,419.0,772.25
220,2015-02-02 17:57:59,22.39,24.7170833333333,419.0,772.925
221,2015-02-02 17:58:59,22.39,24.7116666666667,419.0,773.6
222,2015-02-02 18:00:00,22.39,24.625,419.0,773.75
223,2015-02-02 18:01:00,22.39,24.754,416.2,771.8
224,2015-02-02 18:02:00,22.39,24.912,418.6,782.8
225,2015-02-02 18:03:00,22.39,25.245,415.0,796.5
226,2015-02-02 18:04:00,22.39,25.0925,310.25,809.0
227,2015-02-02 18:04:59,22.39,25.0,0.0,805.5
228,2015-02-02 18:06:00,22.35,24.978,0.0,791.4
229,2015-02-02 18:07:00,22.3233333333333,25.0,0.0,779.333333333333
230,2015-02-02 18:08:00,22.365,24.9725,0.0,780.75
231,2015-02-02 18:08:59,22.315,24.89,0.0,781.75
232,2015-02-02 18:10:00,22.29,24.9175,0.0,781.0
233,2015-02-02 18:10:59,22.29,24.912,0.0,778.4
234,2015-02-02 18:11:59,22.26,24.8566666666667,0.0,769.333333333333
235,2015-02-02 18:13:00,22.254,24.85,0.0,766.5
236,2015-02-02 18:14:00,22.23,24.7933333333333,0.0,763.25
237,2015-02-02 18:15:00,22.26,24.8233333333333,0.0,762.333333333333
238,2015-02-02 18:16:00,22.2,24.79,0.0,761.5
239,2015-02-02 18:16:59,22.2,24.79,0.0,761.0
240,2015-02-02 18:17:59,22.2,24.736,0.0,757.0
241,2015-02-02 18:19:00,22.2,24.79,0.0,752.333333333333
242,2015-02-02 18:20:00,22.1333333333333,24.7,0.0,748.666666666667
243,2015-02-02 18:21:00,22.1,24.7,0.0,746.25
244,2015-02-02 18:22:00,22.15,24.7225,0.0,745.25
245,2015-02-02 18:23:00,22.1,24.7,0.0,740.666666666667
246,2015-02-02 18:23:59,22.1,24.7,0.0,738.0
247,2015-02-02 18:24:59,22.1333333333333,24.7,0.0,732.666666666667
248,2015-02-02 18:26:00,22.1,24.7,0.0,727.0
249,2015-02-02 18:27:00,22.1,24.675,0.0,716.0
250,2015-02-02 18:28:00,22.0666666666667,24.6666666666667,0.0,723.25
251,2015-02-02 18:29:00,22.0666666666667,24.6666666666667,0.0,718.333333333333
252,2015-02-02 18:29:59,22.0,24.58,0.0,716.6
253,2015-02-02 18:30:59,21.978,24.6,0.0,714.0
254,2015-02-02 18:32:00,21.978,24.56,0.0,714.2
255,2015-02-02 18:33:00,21.945,24.6,0.0,715.0
256,2015-02-02 18:34:00,21.9266666666667,24.5,0.0,706.666666666667
257,2015-02-02 18:35:00,21.89,24.5,0.0,706.0
258,2015-02-02 18:36:00,21.89,24.525,0.0,698.75
259,2015-02-02 18:36:59,21.89,24.5,0.0,692.5
260,2015-02-02 18:38:00,21.89,24.5,0.0,694.75
261,2015-02-02 18:39:00,21.815,24.4175,0.0,697.25
262,2015-02-02 18:40:00,21.8233333333333,24.4633333333333,0.0,692.0
263,2015-02-02 18:40:59,21.79,24.39,0.0,691.0
264,2015-02-02 18:42:00,21.79,24.39,0.0,689.75
265,2015-02-02 18:42:59,21.79,24.39,0.0,689.0
266,2015-02-02 18:43:59,21.7675,24.39,0.0,687.0
267,2015-02-02 18:45:00,21.7675,24.365,0.0,679.75
268,2015-02-02 18:46:00,21.754,24.35,0.0,668.4
269,2015-02-02 18:47:00,21.7,24.29,0.0,665.666666666667
270,2015-02-02 18:48:00,21.7,24.29,0.0,664.75
271,2015-02-02 18:49:00,21.7,24.29,0.0,668.0
272,2015-02-02 18:49:59,21.7,24.29,0.0,661.25
273,2015-02-02 18:51:00,21.64,24.236,0.0,658.2
274,2015-02-02 18:52:00,21.6,24.2,0.0,656.0
275,2015-02-02 18:53:00,21.6,24.2,0.0,654.8
276,2015-02-02 18:53:59,21.6,24.2225,0.0,653.75
277,2015-02-02 18:55:00,21.5,24.26,0.0,650.333333333333
278,2015-02-02 18:55:59,21.5,24.2,0.0,650.75
279,2015-02-02 18:56:59,21.55,24.2,0.0,648.25
280,2015-02-02 18:58:00,21.5,24.2,0.0,640.333333333333
281,2015-02-02 18:59:00,21.5,24.2,0.0,638.0
282,2015-02-02 19:00:00,21.5,24.2,0.0,636.25
283,2015-02-02 19:01:00,21.5,24.2,0.0,636.333333333333
284,2015-02-02 19:01:59,21.5,24.15,0.0,635.75
285,2015-02-02 19:02:59,21.5,24.175,0.0,635.5
286,2015-02-02 19:04:00,21.5,24.125,0.0,627.5
287,2015-02-02 19:05:00,21.5,24.15,0.0,626.25
288,2015-02-02 19:06:00,21.5,24.125,0.0,621.5
289,2015-02-02 19:07:00,21.5,24.1,0.0,621.75
290,2015-02-02 19:08:00,21.5,24.1,0.0,620.666666666667
291,2015-02-02 19:08:59,21.5,24.1,0.0,617.0
292,2015-02-02 19:09:59,21.5,24.1,0.0,612.75
293,2015-02-02 19:11:00,21.4725,24.075,0.0,614.5
294,2015-02-02 19:12:00,21.39,24.0,0.0,617.333333333333
295,2015-02-02 19:13:00,21.4266666666667,23.9266666666667,0.0,614.25
296,2015-02-02 19:14:00,21.39,23.9725,0.0,610.75
297,2015-02-02 19:14:59,21.39,23.9175,0.0,603.0
298,2015-02-02 19:15:59,21.39,23.945,0.0,603.5
299,2015-02-02 19:17:00,21.365,23.89,0.0,602.0
300,2015-02-02 19:18:00,21.3233333333333,24.0,0.0,605.666666666667
301,2015-02-02 19:19:00,21.34,23.9725,0.0,604.5
302,2015-02-02 19:20:00,21.315,23.9725,0.0,599.0
303,2015-02-02 19:21:00,21.3566666666667,24.0,0.0,600.0
304,2015-02-02 19:21:59,21.39,23.9725,0.0,596.5
305,2015-02-02 19:23:00,21.315,23.89,0.0,597.5
306,2015-02-02 19:24:00,21.29,23.945,0.0,594.0
307,2015-02-02 19:25:00,21.29,23.9725,0.0,590.5
308,2015-02-02 19:25:59,21.29,23.89,0.0,586.666666666667
309,2015-02-02 19:27:00,21.29,23.9266666666667,0.0,588.0
310,2015-02-02 19:27:59,21.29,23.89,0.0,585.5
311,2015-02-02 19:28:59,21.29,23.89,0.0,584.5
312,2015-02-02 19:30:00,21.254,23.85,0.0,587.2
313,2015-02-02 19:31:00,21.23,23.8233333333333,0.0,585.0
314,2015-02-02 19:32:00,21.218,23.81,0.0,579.4
315,2015-02-02 19:33:00,21.2,23.79,0.0,579.333333333333
316,2015-02-02 19:34:00,21.2,23.79,0.0,581.6
317,2015-02-02 19:34:59,21.2,23.79,0.0,581.666666666667
318,2015-02-02 19:36:00,21.2,23.79,0.0,577.5
319,2015-02-02 19:37:00,21.2,23.79,0.0,577.333333333333
320,2015-02-02 19:38:00,21.2,23.7675,0.0,574.25
321,2015-02-02 19:38:59,21.2,23.745,0.0,569.0
322,2015-02-02 19:40:00,21.2,23.76,0.0,565.333333333333
323,2015-02-02 19:40:59,21.2,23.7,0.0,561.4
324,2015-02-02 19:41:59,21.2,23.79,0.0,567.333333333333
325,2015-02-02 19:43:00,21.175,23.7,0.0,565.333333333333
326,2015-02-02 19:44:00,21.1666666666667,23.7,0.0,563.5
327,2015-02-02 19:45:00,21.125,23.675,0.0,559.0
328,2015-02-02 19:46:00,21.1,23.65,0.0,559.5
329,2015-02-02 19:46:59,21.125,23.65,0.0,550.5
330,2015-02-02 19:47:59,21.1,23.6,0.0,553.0
331,2015-02-02 19:49:00,21.1333333333333,23.6,0.0,552.0
332,2015-02-02 19:50:00,21.1,23.6,0.0,553.25
333,2015-02-02 19:51:00,21.1,23.6,0.0,545.75
334,2015-02-02 19:52:00,21.1,23.6,0.0,548.0
335,2015-02-02 19:53:00,21.1,23.6,0.0,547.0
336,2015-02-02 19:53:59,21.1,23.575,0.0,545.75
337,2015-02-02 19:54:59,21.1,23.5333333333333,0.0,544.0
338,2015-02-02 19:56:00,21.1,23.4725,0.0,545.5
339,2015-02-02 19:57:00,21.1,23.4725,0.0,547.0
340,2015-02-02 19:58:00,21.1,23.5,0.0,545.25
341,2015-02-02 19:59:00,21.1,23.5,0.0,541.25
342,2015-02-02 19:59:59,21.125,23.5,0.0,540.75
343,2015-02-02 20:00:59,21.1,23.5,0.0,533.333333333333
344,2015-02-02 20:02:00,21.1333333333333,23.5,0.0,528.0
345,2015-02-02 20:03:00,21.1,23.3925,0.0,537.75
346,2015-02-02 20:04:00,21.1,23.4725,0.0,539.5
347,2015-02-02 20:05:00,21.1,23.5,0.0,535.25
348,2015-02-02 20:06:00,21.1,23.5,0.0,537.25
349,2015-02-02 20:06:59,21.1,23.5,0.0,535.25
350,2015-02-02 20:08:00,21.1,23.5,0.0,533.4
351,2015-02-02 20:09:00,21.1,23.5,0.0,524.5
352,2015-02-02 20:10:00,21.1,23.434,0.0,524.8
353,2015-02-02 20:10:59,21.1,23.39,0.0,522.666666666667
354,2015-02-02 20:12:00,21.1,23.39,0.0,521.0
355,2015-02-02 20:12:59,21.125,23.39,0.0,519.75
356,2015-02-02 20:13:59,21.1,23.39,0.0,523.0
357,2015-02-02 20:15:00,21.1,23.39,0.0,523.0
358,2015-02-02 20:16:00,21.1,23.39,0.0,519.0
359,2015-02-02 20:17:00,21.1,23.365,0.0,519.5
360,2015-02-02 20:18:00,21.1,23.39,0.0,519.75
361,2015-02-02 20:19:00,21.1,23.365,0.0,520.0
362,2015-02-02 20:19:59,21.1,23.33,0.0,524.6
363,2015-02-02 20:21:00,21.075,23.315,0.0,520.25
364,2015-02-02 20:22:00,21.075,23.34,0.0,519.0
365,2015-02-02 20:23:00,21.1,23.29,0.0,523.2
366,2015-02-02 20:23:59,21.0333333333333,23.29,0.0,517.666666666667
367,2015-02-02 20:25:00,21.02,23.29,0.0,514.2
368,2015-02-02 20:25:59,21.025,23.29,0.0,516.5
369,2015-02-02 20:26:59,21.0,23.29,0.0,521.0
370,2015-02-02 20:28:00,21.0,23.29,0.0,520.0
371,2015-02-02 20:29:00,21.0,23.254,0.0,517.8
372,2015-02-02 20:30:00,21.0,23.26,0.0,514.333333333333
373,2015-02-02 20:31:00,21.0,23.2675,0.0,516.75
374,2015-02-02 20:31:59,21.0,23.29,0.0,520.75
375,2015-02-02 20:32:59,21.0,23.29,0.0,519.333333333333
376,2015-02-02 20:34:00,21.0,23.29,0.0,519.0
377,2015-02-02 20:35:00,21.0,23.29,0.0,509.75
378,2015-02-02 20:36:00,21.0,23.29,0.0,508.5
379,2015-02-02 20:37:00,20.9725,23.29,0.0,504.5
380,2015-02-02 20:38:00,21.0,23.29,0.0,506.5
381,2015-02-02 20:38:59,20.9725,23.29,0.0,509.0
382,2015-02-02 20:39:59,20.9633333333333,23.29,0.0,507.25
383,2015-02-02 20:41:00,21.0,23.29,0.0,509.333333333333
384,2015-02-02 20:42:00,20.89,23.2,0.0,509.666666666667
385,2015-02-02 20:43:00,20.89,23.245,0.0,508.25
386,2015-02-02 20:44:00,20.89,23.2225,0.0,510.25
387,2015-02-02 20:44:59,20.89,23.254,0.0,504.0
388,2015-02-02 20:45:59,20.89,23.26,0.0,499.333333333333
389,2015-02-02 20:47:00,20.89,23.2225,0.0,495.0
390,2015-02-02 20:48:00,20.89,23.2,0.0,496.25
391,2015-02-02 20:49:00,20.89,23.2,0.0,494.75
392,2015-02-02 20:50:00,20.89,23.2,0.0,492.5
393,2015-02-02 20:51:00,20.89,23.2,0.0,494.25
394,2015-02-02 20:51:59,20.89,23.2,0.0,492.333333333333
395,2015-02-02 20:53:00,20.89,23.125,0.0,493.75
396,2015-02-02 20:54:00,20.89,23.125,0.0,484.75
397,2015-02-02 20:55:00,20.89,23.1,0.0,489.25
398,2015-02-02 20:55:59,20.89,23.1,0.0,494.5
399,2015-02-02 20:57:00,20.89,23.1,0.0,495.666666666667
400,2015-02-02 20:57:59,20.89,23.1,0.0,501.5
401,2015-02-02 20:58:59,20.89,23.1,0.0,499.666666666667
402,2015-02-02 21:00:00,20.89,23.1,0.0,492.5
403,2015-02-02 21:01:00,20.89,23.1,0.0,494.25
404,2015-02-02 21:02:00,20.89,23.1,0.0,494.0
405,2015-02-02 21:03:00,20.9725,23.1,0.0,489.25
406,2015-02-02 21:04:00,20.9175,23.1,0.0,490.0
407,2015-02-02 21:04:59,20.89,23.1,0.0,495.5
408,2015-02-02 21:06:00,20.89,23.05,0.0,498.0
409,2015-02-02 21:07:00,20.89,23.05,0.0,495.0
410,2015-02-02 21:08:00,20.912,23.0,0.0,490.2
411,2015-02-02 21:08:59,20.9266666666667,23.0,0.0,492.333333333333
412,2015-02-02 21:10:00,20.89,23.0,0.0,491.666666666667
413,2015-02-02 21:10:59,20.89,22.956,0.0,488.0
414,2015-02-02 21:11:59,20.934,22.934,0.0,488.0
415,2015-02-02 21:13:00,20.89,23.0,0.0,485.0
416,2015-02-02 21:14:00,20.89,23.0,0.0,490.0
417,2015-02-02 21:15:00,20.9175,22.9725,0.0,489.5
418,2015-02-02 21:16:00,20.89,22.945,0.0,485.25
419,2015-02-02 21:16:59,20.89,22.89,0.0,485.666666666667
420,2015-02-02 21:17:59,20.9175,22.945,0.0,485.0
421,2015-02-02 21:19:00,20.89,22.956,0.0,485.2
422,2015-02-02 21:20:00,20.945,22.89,0.0,484.0
423,2015-02-02 21:21:00,20.89,22.9175,0.0,483.0
424,2015-02-02 21:22:00,20.89,22.89,0.0,481.0
425,2015-02-02 21:23:00,20.89,22.89,0.0,476.5
426,2015-02-02 21:23:59,20.89,22.89,0.0,475.0
427,2015-02-02 21:24:59,20.89,22.89,0.0,476.0
428,2015-02-02 21:26:00,20.89,22.89,0.0,478.5
